,Tamb,Qirr,PelecA,PelecB
2022-11-14 04:45:00,25.625,0.0,271.728934528352,74.2919785337232
2022-11-14 05:00:00,25.7,0.0,241.76116595573728,36.649503532303385
2022-11-14 05:15:00,25.775,0.25,238.98630408903497,37.05005046743353
2022-11-14 05:30:00,25.85,0.5,242.1324632462769,52.433440207155
2022-11-14 05:45:00,25.925,0.75,274.8055337623579,55.59346098588138
2022-11-14 06:00:00,26.0,1.0,278.48127749721283,199.9399117092207
2022-11-14 06:15:00,26.55,13.5,2476.554092057749,1475.44140306311
2022-11-14 06:30:00,27.1,26.0,1800.4431743213877,1015.0270787213987
2022-11-14 06:45:00,27.65,38.5,1057.4623030754115,470.16223638657834
2022-11-14 07:00:00,28.2,51.0,2916.9321978533803,1618.6624711086256
2022-11-14 07:15:00,28.35,90.25,306.261409292762,1145.6997889124925
2022-11-14 07:30:00,28.5,129.5,1692.6589808169697,233.12981687040482
2022-11-14 07:45:00,28.65,168.75,257.75316932218925,158.19496242613283
2022-11-14 08:00:00,28.8,208.0,286.16441986441254,156.83507144961695
2022-11-14 08:15:00,28.95,249.75,2426.2789156766667,154.0627300531461
2022-11-14 08:30:00,29.1,291.5,3332.7930404032045,199.74960549673054
2022-11-14 08:45:00,29.25,333.25,2528.089600056309,1042.0137461868726
2022-11-14 09:00:00,29.4,375.0,2685.244101295031,941.1691385857388
2022-11-14 09:15:00,29.549999999999997,410.0,2403.8801596980497,700.1599886989717
2022-11-14 09:30:00,29.7,445.0,2218.012836666552,293.12953670810043
2022-11-14 09:45:00,29.85,480.0,1592.3414418207626,209.13426637641385
2022-11-14 10:00:00,30.0,515.0,91.43856021539047,267.8252464178195
2022-11-14 10:15:00,30.25,538.75,54.88550928483314,234.24452496904664
2022-11-14 10:30:00,30.5,562.5,52.987358956948796,204.743757234479
2022-11-14 10:45:00,30.75,586.25,53.95663710051653,156.4014658322955
2022-11-14 11:00:00,31.0,610.0,91.37046101095993,154.84197402595524
2022-11-14 11:15:00,31.1,621.25,53.34726049724507,157.21982628161365
2022-11-14 11:30:00,31.2,632.5,53.388420386147196,191.83011242206985
2022-11-14 11:45:00,31.299999999999997,643.75,54.23274450128894,157.56460485822495
2022-11-14 12:00:00,31.4,655.0,90.83885745891017,156.75253900835622
2022-11-14 12:15:00,31.525,652.5,53.55885887494408,155.56317106268867
2022-11-14 12:30:00,31.65,650.0,53.44680687057239,652.8865402258763
2022-11-14 12:45:00,31.775,647.5,69.3270366729311,160.49201947442916
2022-11-14 13:00:00,31.9,645.0,124.7000207851539,165.01408466557336
2022-11-14 13:15:00,31.775,629.0,162.68098271009316,170.77670659113022
2022-11-14 13:30:00,31.65,613.0,170.4913286307815,202.72881260861953
2022-11-14 13:45:00,31.525,597.0,190.91242495955052,490.0124894910177
2022-11-14 14:00:00,31.4,581.0,174.756336193616,229.43094754039416
2022-11-14 14:15:00,31.275,552.75,165.10972532954514,228.1411337406911
2022-11-14 14:30:00,31.15,524.5,168.25524154926964,269.5548778320257
2022-11-14 14:45:00,31.025,496.25,177.82877819022573,290.64961211088195
2022-11-14 15:00:00,30.9,468.0,239.72461228879126,283.7209099939971
2022-11-14 15:15:00,30.775,429.75,272.6692776251124,270.9462938362176
2022-11-14 15:30:00,30.65,391.5,263.5729430474344,297.9849044706229
